NEG_02_ARC,NEG_07_ARC,POS_04_HBA,POS_06_HBA,POS_02_ARC,POS_03_ARC,POS_05_ARC,POS_06_ARC,POS_07_ARC,POS_02_HYP,POS_03_HYP,HBD_05_HBD,HBD_05_HBA,HBD_07_HBA,HBD_02_ARC,HBD_03_ARC,HBD_04_ARC,HBD_05_ARC,HBD_06_ARC,HBD_07_ARC,HBD_04_HYP,HBA_03_HBA,HBA_04_HBA,HBA_05_HBA,HBA_06_HBA,HBA_07_HBA,HBA_03_ARC,HBA_04_ARC,HBA_05_ARC,HBA_06_ARC,HBA_07_ARC,HBA_02_HYP,HBA_03_HYP,HBA_04_HYP,HBA_05_HYP,HBA_06_HYP,HBA_07_HYP,ARC_01_ARC,ARC_02_ARC,ARC_03_ARC,ARC_04_ARC,ARC_05_ARC,ARC_06_ARC,ARC_07_ARC,ARC_02_HYP,ARC_03_HYP,ARC_04_HYP,ARC_05_HYP,ARC_06_HYP,ARC_07_HYP,HYP_01_HYP,HYP_02_HYP,HYP_03_HYP,HYP_04_HYP,HYP_05_HYP,WBN_GC_L_0.25,WBN_GC_H_0.25,WBN_GC_L_0.50,WBN_GC_H_0.50,WBN_GC_L_0.75,WBN_GC_H_0.75,WBN_GC_L_1.00,WBN_GC_H_1.00,WBN_EN_L_0.25,WBN_EN_H_0.25,WBN_EN_L_0.50,WBN_EN_H_0.50,WBN_EN_L_0.75,WBN_EN_H_0.75,WBN_EN_L_1.00,WBN_EN_H_1.00,WBN_LP_L_0.25,WBN_LP_H_0.25,WBN_LP_L_0.50,WBN_LP_H_0.50,WBN_LP_L_0.75,WBN_LP_H_0.75,WBN_LP_L_1.00,WBN_LP_H_1.00,XLogP,PSA,NumRot,NumHBA,NumHBD,MW,BBB,BadGroup,Outcome
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-2.25774,1.94632,-2.37748,2.38498,-2.80361,3.06438,-3.46406,3.89503,-0.700867,1.31922,-1.43034,2.14757,-2.17453,3.04481,-2.92673,3.95839,-0.994788,1.35956,-1.5758,2.2287,-2.24875,3.13808,-2.95895,4.05671,3.291,56.47,6,4,0,331.416,1,0,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39837,1.81879,-2.52588,2.23247,-2.76518,2.80422,-3.32326,3.58605,-0.763041,1.45514,-1.54295,2.21557,-2.33056,3.03006,-3.1223,3.86424,-0.819522,1.2761,-1.43986,2.04463,-2.21972,2.87819,-3.01115,3.72721,3.166,91.54,6,3,0,293.348,0,0,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.39087,1.50854,-2.51731,2.05874,-2.76242,2.85858,-3.29096,3.69812,-0.763249,1.45257,-1.54364,2.20683,-2.33169,3.01994,-3.12379,3.85755,-0.845319,1.26177,-1.54102,2.02805,-2.31171,2.8703,-3.10451,3.72904,4.921,107.23,7,3,1,424.313,0,0,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,-1.60083,1.33352,-2.00574,2.02688,-2.57356,2.85081,-3.24444,3.70747,-0.767734,1.45466,-1.54264,2.21565,-2.32161,3.03756,-3.10306,3.8865,-0.815972,1.27335,-1.48593,2.07397,-2.20984,2.94176,-2.95187,3.82134,5.196,105.94,7,2,0,382.489,0,0,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.47255,1.59091,-1.86855,2.14853,-2.54284,2.97207,-3.28743,3.85361,-0.782615,1.52867,-1.59471,2.30669,-2.41715,3.15693,-3.24424,4.0376,-0.846516,1.11739,-1.58075,2.00585,-2.37835,2.9114,-3.19665,3.82196,3.317,76.88,6,3,1,308.341,0,0,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.82247,1.51491,-1.96981,2.13653,-2.36984,2.90691,-3.07515,3.72185,-0.7855,1.27321,-1.5794,1.97755,-2.37656,2.77431,-3.17529,3.60166,-0.842057,1.11323,-1.49916,1.93701,-2.22557,2.77473,-3.00694,3.61875,1.175,75.71,7,6,1,316.357,0,0,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1.47647,1.41647,-1.80467,1.86948,-2.28282,2.42363,-2.83691,3.02792,-0.541579,1.21163,-1.10121,1.79049,-1.69886,2.42618,-2.32814,3.08046,-0.832517,0.852638,-1.4619,1.46382,-2.10807,2.10404,-2.75879,2.75783,2.511,29.1,3,2,1,181.279,1,0,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.47817,1.73898,-1.85674,2.21937,-2.44616,2.91718,-3.15122,3.67512,-0.773854,1.31185,-1.55261,2.01717,-2.33474,2.78415,-3.1193,3.57615,-0.917019,1.10076,-1.65697,1.88857,-2.41808,2.68828,-3.18786,3.49612,1.596,57.69,2,5,0,260.293,1,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3353,2.0276,-1.88588,2.52199,-2.6813,3.23769,-3.54241,4.07839,-0.833619,1.39033,-1.70067,2.21074,-2.58359,3.09779,-3.47463,4.00824,-0.980282,1.16906,-1.80354,2.06501,-2.67618,2.98161,-3.56442,3.90627,3.576,45.75,1,1,0,256.692,1,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39834,1.4136,-2.52608,2.22862,-2.95678,3.12486,-3.76139,4.04476,-0.855832,1.27534,-1.75265,2.10498,-2.661,3.02285,-3.57393,3.95888,-0.94272,1.14289,-1.79144,2.05613,-2.69004,2.99244,-3.59971,3.93514,3.301,31.23,2,2,0,265.312,1,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,-1.52689,1.65429,-2.10067,2.33062,-2.85637,3.17552,-3.69033,4.07415,-0.849073,1.46119,-1.7296,2.26282,-2.6249,3.15044,-3.52763,4.06789,-1.06497,1.18428,-1.84655,2.0956,-2.70759,3.02394,-3.5966,3.9597,1.056,138.32,8,5,1,426.502,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.43953,1.82578,-1.8798,2.5442,-2.59239,3.39411,-3.38815,4.28827,-0.772137,1.38298,-1.58054,2.23955,-2.44259,3.15454,-3.31461,4.08486,-0.969502,1.07545,-1.78737,1.96955,-2.65071,2.90245,-3.52513,3.84146,0.904,115.98,3,3,1,286.316,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1.53544,1.41213,-1.90919,1.90444,-2.4222,2.55397,-3.04369,3.28801,-0.52101,1.58325,-1.10942,2.33952,-1.75518,3.12014,-2.42234,3.91087,-0.834115,0.878735,-1.47699,1.66294,-2.14245,2.46522,-2.81651,3.26939,3.62,89.21,6,2,0,337.493,0,0,Inactive
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.384,1.53495,-2.52273,2.19119,-2.79591,3.02186,-3.52456,3.88504,-0.786513,1.53611,-1.57706,2.36963,-2.39147,3.23082,-3.223,4.10664,-1.08684,1.13938,-1.91743,1.98654,-2.76412,2.85844,-3.61867,3.74281,4.331,117.38,5,6,1,471.604,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.32373,1.92482,-2.57244,2.46577,-2.96132,3.20263,-3.46539,4.00587,-0.756198,1.33383,-1.52321,2.12124,-2.29584,2.97046,-3.07171,3.83719,-0.817506,1.0889,-1.50411,1.94876,-2.26157,2.82477,-3.03093,3.70496,4.364,90.97,6,3,0,348.314,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4305,1.59103,-1.87157,2.15823,-2.60589,3.00052,-3.46243,3.90205,-0.86974,1.52842,-1.7423,2.30743,-2.6163,3.16282,-3.49118,4.05285,-0.84681,1.20987,-1.59057,2.12066,-2.41591,3.04195,-3.27103,3.96862,4.507,47.78,2,1,0,273.295,1,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.33449,1.7811,-2.6013,2.44288,-3.02901,3.24501,-3.6638,4.1093,-0.806032,1.48396,-1.61852,2.30718,-2.43374,3.19895,-3.25036,4.11371,-0.856243,1.15785,-1.6276,2.0626,-2.44333,2.98545,-3.26698,3.9165,4.062,69.17,4,3,1,347.374,1,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1.47272,1.42191,-1.81867,2.02649,-2.41566,2.89242,-3.19937,3.77544,-0.784062,1.31206,-1.59673,2.10073,-2.41745,2.96485,-3.24145,3.84933,-0.854972,1.14096,-1.53386,2.0242,-2.32044,2.92049,-3.13922,3.81999,4.395,57.78,4,2,1,285.391,1,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.39869,2.17665,-2.52673,2.29561,-2.76444,2.90748,-3.21044,3.69269,-0.774657,1.21276,-1.55893,1.83566,-2.34608,2.60974,-3.13445,3.42405,-0.847117,1.06913,-1.50408,1.87191,-2.26344,2.69033,-3.04361,3.51489,2.621,56.79,6,5,1,299.326,1,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-2.26294,1.9659,-2.48876,2.58341,-3.04091,3.41731,-3.81135,4.33153,-0.877682,1.33433,-1.79918,2.19278,-2.73343,3.13855,-3.6728,4.10403,-0.911356,1.18618,-1.78868,2.14606,-2.71683,3.11823,-3.65527,4.09433,3.568,69.4,3,3,0,297.31,1,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.50148,1.45874,-1.88854,2.04104,-2.4721,2.80371,-3.1779,3.61026,-0.771888,2.3346,-1.55491,2.46139,-2.34318,2.82487,-3.13429,3.56884,-0.856341,1.11413,-1.56088,1.92539,-2.31749,2.74608,-3.08918,3.57213,1.627,53.51,4,4,0,313.332,1,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.54599,2.30132,-2.09165,2.63882,-2.70058,3.1578,-3.34002,3.82389,-0.770676,2.40127,-1.54672,2.6746,-2.32485,3.1359,-3.10406,3.85882,-1.02624,1.06435,-1.62348,1.86822,-2.30562,2.70311,-3.02235,3.55024,2.734,46.92,6,2,1,337.345,1,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1.45892,1.48887,-1.89097,2.01583,-2.52652,2.76535,-3.21328,3.58228,-0.767511,1.47416,-1.54141,2.24667,-2.31866,3.06691,-3.09786,3.90433,-0.846801,1.11361,-1.53797,1.93175,-2.26083,2.7712,-2.99409,3.62102,3.765,73.08,5,1,0,261.35,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39598,1.59161,-2.52327,2.16134,-2.7598,2.98813,-3.29699,3.86887,-0.785256,1.52842,-1.59853,2.30572,-2.42242,3.15531,-3.25103,4.03556,-0.846252,1.1361,-1.58066,2.01319,-2.38028,2.91788,-3.20078,3.82818,3.954,57.01,3,2,0,332.157,1,1,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2461,1.89619,-2.37285,2.38708,-2.62223,3.10873,-3.05953,3.91546,-0.711787,1.2468,-1.44698,1.97142,-2.19224,2.80105,-2.94248,3.6534,-0.841437,1.00735,-1.52417,1.84964,-2.24514,2.70804,-2.98553,3.57108,2.525,109.94,8,6,1,313.375,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.44392,1.55746,-1.8383,2.13928,-2.45789,2.8781,-3.19808,3.67455,-0.78337,1.46046,-1.57374,2.2195,-2.36832,3.02545,-3.16562,3.84867,-0.81234,1.28749,-1.47664,2.04519,-2.22527,2.87141,-3.00611,3.71275,3.465,73.8,2,2,1,202.217,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.55822,1.52336,-1.87626,2.24601,-2.39491,3.07154,-3.07495,3.91765,-0.799016,1.27552,-1.61279,1.99539,-2.43099,2.81565,-3.25111,3.66762,-0.858459,1.11669,-1.58412,1.95335,-2.38355,2.81025,-3.19763,3.6759,2.301,94.91,3,6,2,311.293,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.42967,1.60812,-1.8484,2.17414,-2.502,2.9373,-3.23349,3.76541,-0.783246,1.48022,-1.57317,2.26274,-2.36713,3.09606,-3.16379,3.94898,-0.843802,1.11989,-1.55424,1.95642,-2.31649,2.81784,-3.09749,3.68938,3.351,86.69,3,2,1,279.303,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.32467,1.62813,-2.57759,2.18304,-2.96293,2.95108,-3.44753,3.77476,-0.637999,1.47655,-1.32034,2.25974,-2.03869,3.09545,-2.77576,3.95005,-0.859898,1.03715,-1.58265,1.87724,-2.33368,2.74283,-3.09151,3.61525,2.478,114.46,4,1,0,291.357,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.38644,1.60062,-2.57771,2.226,-2.96297,3.02867,-3.44772,3.86791,-0.779989,1.47692,-1.57635,2.26114,-2.37908,3.09917,-3.18513,3.95742,-0.846329,1.06126,-1.58073,1.913,-2.36875,2.78728,-3.17054,3.66779,3.347,104.68,6,3,0,345.38,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.32468,1.59511,-2.5776,2.16431,-2.96293,2.93967,-3.4477,3.76541,-0.768714,1.47632,-1.54599,2.25838,-2.32852,3.09268,-3.11459,3.94604,-0.844227,1.10987,-1.55607,1.93528,-2.31361,2.79237,-3.08752,3.66105,3.785,86.22,4,1,0,285.328,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36561,1.71511,-2.48432,2.16167,-2.72117,2.90224,-3.49997,3.77294,-0.772039,1.53606,-1.56154,2.36909,-2.37348,3.22844,-3.20152,4.10077,-1.07974,1.09003,-1.9073,1.92466,-2.75268,2.7871,-3.60635,3.66363,1.833,93.32,7,7,1,390.461,0,0,Inactive
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.39946,2.08694,-2.52854,2.48997,-2.80313,3.08661,-3.32065,3.84819,-0.781936,1.44681,-1.57245,2.18712,-2.37095,2.9869,-3.17184,3.81369,-0.82614,1.12114,-1.48933,1.96494,-2.25546,2.82489,-3.05555,3.68989,4.437,119.98,7,4,1,372.402,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.35083,1.72149,-2.62153,2.32323,-3.05281,3.12565,-3.61938,3.99988,-0.806293,1.37178,-1.61925,2.14651,-2.43508,3.02121,-3.25246,3.92522,-0.851818,1.16284,-1.62226,2.07045,-2.43915,2.98957,-3.26564,3.91265,4.052,75.8,4,5,1,386.387,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-1.47006,1.74047,-1.97064,2.4389,-2.68765,3.2409,-3.48067,4.08519,-0.75924,1.36831,-1.55965,2.1844,-2.40327,3.05752,-3.26306,3.94675,-0.975444,1.08002,-1.77656,1.93576,-2.62522,2.82115,-3.48726,3.71601,3.154,109.52,7,4,2,361.467,0,0,Inactive
