POS_04_POS,POS_04_HBD,POS_07_HBD,POS_04_HBA,POS_06_HBA,POS_07_HBA,POS_02_ARC,POS_04_ARC,POS_05_ARC,POS_06_ARC,POS_07_ARC,POS_03_HYP,POS_06_HYP,POS_07_HYP,HBD_02_ARC,HBD_04_ARC,HBD_05_ARC,HBD_06_ARC,HBD_07_ARC,HBA_03_HBA,HBA_05_HBA,HBA_06_HBA,HBA_07_HBA,HBA_03_ARC,HBA_04_ARC,HBA_05_ARC,HBA_06_ARC,HBA_07_ARC,HBA_02_HYP,HBA_04_HYP,HBA_05_HYP,HBA_06_HYP,HBA_07_HYP,ARC_01_ARC,ARC_02_ARC,ARC_03_ARC,ARC_04_ARC,ARC_05_ARC,ARC_06_ARC,ARC_07_ARC,ARC_02_HYP,ARC_03_HYP,ARC_04_HYP,ARC_05_HYP,ARC_06_HYP,ARC_07_HYP,HYP_03_HYP,HYP_05_HYP,HYP_06_HYP,WBN_GC_L_0.25,WBN_GC_H_0.25,WBN_GC_L_0.50,WBN_GC_H_0.50,WBN_GC_L_0.75,WBN_GC_H_0.75,WBN_GC_L_1.00,WBN_GC_H_1.00,WBN_EN_L_0.25,WBN_EN_H_0.25,WBN_EN_L_0.50,WBN_EN_H_0.50,WBN_EN_L_0.75,WBN_EN_H_0.75,WBN_EN_L_1.00,WBN_EN_H_1.00,WBN_LP_L_0.25,WBN_LP_H_0.25,WBN_LP_L_0.50,WBN_LP_H_0.50,WBN_LP_L_0.75,WBN_LP_H_0.75,WBN_LP_L_1.00,WBN_LP_H_1.00,XLogP,PSA,NumRot,NumHBA,NumHBD,MW,BBB,BadGroup,Outcome
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1.93352,1.59363,-2.301,2.18473,-2.78824,2.90652,-3.33882,3.67265,-0.642236,1.40566,-1.32822,2.10131,-2.03205,2.8748,-2.74536,3.67434,-0.836712,0.943451,-1.51346,1.74565,-2.22398,2.56311,-2.94464,3.38439,4.844,46.34,6,2,0,318.461,1,0,Active
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.42076,1.72595,-1.90252,2.42613,-2.54689,3.22865,-3.35485,4.08299,-0.791155,1.52804,-1.60535,2.3221,-2.43642,3.18782,-3.27763,4.07978,-0.90169,1.14701,-1.6802,2.02506,-2.51166,2.92862,-3.35669,3.84106,4.889,64.7,2,0,0,274.283,1,0,Inactive
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.79895,1.14853,-1.98553,1.96277,-2.77452,2.82335,-3.60504,3.69967,-0.777349,1.36479,-1.60727,2.15328,-2.45808,3.00608,-3.31847,3.88062,-1.02836,1.12723,-1.8038,1.9695,-2.63725,2.84587,-3.49046,3.73132,3.681,74.45,3,3,0,303.431,0,0,Inactive
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.47401,1.2743,-1.93178,2.01211,-2.69131,2.903,-3.52883,3.8076,-0.832422,1.31665,-1.69271,2.09453,-2.56382,2.96354,-3.43996,3.85924,-0.910661,1.17323,-1.68989,2.06167,-2.54018,2.96648,-3.40896,3.87685,4.076,41.05,2,2,1,324.815,1,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.37421,1.30913,-2.6424,2.10343,-3.05371,2.97063,-3.60765,3.8603,-0.811454,1.36559,-1.64975,2.15991,-2.50407,3.02521,-3.36737,3.91587,-1.02801,1.17065,-1.80242,2.05086,-2.63604,2.94942,-3.49078,3.85525,4.39,75.84,2,2,1,309.756,0,0,Inactive
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-2.35489,1.57923,-2.61218,2.30252,-2.99874,3.18326,-3.62459,4.1025,-0.795731,1.36244,-1.64818,2.2275,-2.51983,3.15757,-3.39913,4.1037,-0.926711,1.34397,-1.74169,2.19612,-2.6072,3.12104,-3.48514,4.06473,4.355,102.21,7,4,2,418.501,0,0,Inactive
0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1.80268,1.57696,-2.11216,2.29979,-2.81617,3.18098,-3.62609,4.10112,-0.795734,1.36149,-1.64819,2.22647,-2.51985,3.15707,-3.39916,4.10393,-0.926666,1.34472,-1.74163,2.19952,-2.60715,3.12617,-3.48509,4.07108,4.121,98.3,8,5,2,444.539,0,0,Inactive
0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-1.80268,1.57678,-2.10775,2.30004,-2.81376,3.18128,-3.62458,4.1013,-0.795731,1.36178,-1.64818,2.22662,-2.51982,3.15697,-3.39912,4.10356,-0.926671,1.34442,-1.74164,2.19845,-2.60715,3.12465,-3.4851,4.06924,4.121,98.3,8,5,2,444.539,0,0,Inactive
0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,-1.80268,1.57679,-2.11378,2.29773,-2.81698,3.17595,-3.62649,4.09282,-0.795731,1.36091,-1.64818,2.22359,-2.51982,3.15131,-3.39912,4.0951,-0.926656,1.3441,-1.7416,2.19412,-2.6071,3.11626,-3.48503,4.05731,4.741,98.3,10,5,2,424.549,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-2.40046,1.7277,-2.5291,2.36643,-2.76361,3.16559,-3.37373,4.02525,-0.761025,1.4826,-1.53409,2.30744,-2.31234,3.19056,-3.09433,4.09217,-0.943485,1.11229,-1.69077,2.01176,-2.4811,2.92449,-3.28365,3.84162,3.963,118.98,7,5,2,433.472,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-1.6441,1.57789,-2.11403,2.29835,-2.81735,3.17754,-3.62684,4.09572,-0.795733,1.36018,-1.64819,2.22372,-2.51985,3.15267,-3.39917,4.09775,-0.926703,1.34403,-1.74167,2.19505,-2.60719,3.11858,-3.48514,4.06101,4.281,114.07,6,3,2,379.489,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.80837,1.57629,-2.11302,2.29638,-2.81648,3.17362,-3.62617,4.08943,-0.795731,1.3599,-1.64818,2.22138,-2.51982,3.14797,-3.39912,4.09066,-0.926651,1.34372,-1.74159,2.19267,-2.60709,3.1137,-3.48503,4.05365,4.826,95.06,9,4,2,369.469,0,0,Inactive
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-2.21798,2.17677,-2.34711,2.33449,-2.81672,3.19739,-3.62632,4.11961,-0.795736,1.36311,-1.64819,2.23027,-2.51984,3.16311,-3.39915,4.11221,-0.926688,1.34493,-1.74164,2.19997,-2.60714,3.12823,-3.48508,4.07523,4.078,116.76,8,7,2,488.548,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1.83234,1.57675,-2.09757,2.30049,-2.80969,3.18212,-3.62281,4.10243,-0.795736,1.36127,-1.64822,2.22687,-2.51992,3.15782,-3.39929,4.10482,-0.951755,1.33896,-1.74273,2.19137,-2.60825,3.11731,-3.48628,4.06192,3.605,123.3,9,4,2,423.542,0,0,Inactive
1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.47632,1.27479,-1.93296,2.0138,-2.69162,2.90537,-3.529,3.81074,-0.832422,1.31747,-1.69271,2.09662,-2.56382,2.96668,-3.43996,3.86334,-0.910658,1.17376,-1.68989,2.06302,-2.54018,2.96871,-3.40896,3.87996,3.606,52.49,4,3,1,368.868,1,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.7984,1.43984,-2.00895,2.1101,-2.7002,2.98618,-3.459,3.89233,-0.757691,1.45062,-1.55691,2.2374,-2.37821,3.11163,-3.2105,4.01591,-0.910308,1.10633,-1.67857,2.01228,-2.50077,2.93403,-3.33687,3.86062,3.209,93.1,5,2,1,357.483,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-1.81632,1.44062,-2.00886,2.12824,-2.69979,3.01545,-3.45826,3.9293,-0.757804,1.45159,-1.558,2.2434,-2.37994,3.12444,-3.21268,4.03537,-0.910499,1.10924,-1.679,2.0198,-2.50149,2.94693,-3.33792,3.87912,2.826,105.99,4,2,1,420.542,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.53631,1.70731,-2.16126,2.49118,-2.97786,3.40966,-3.86633,4.36883,-0.822442,1.44125,-1.73967,2.36206,-2.68259,3.33951,-3.63471,4.332,-1.03073,1.19537,-1.90016,2.16481,-2.83741,3.15597,-3.78824,4.15435,2.083,121.29,1,3,0,335.348,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-2.38245,1.41716,-2.51054,2.19612,-2.80884,3.09295,-3.64159,4.01536,-0.813466,1.52539,-1.66906,2.31168,-2.5424,3.19369,-3.42427,4.11313,-1.03267,1.13694,-1.82633,2.0566,-2.68365,2.99529,-3.56076,3.93998,3.794,96.75,4,4,0,367.368,0,1,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,-2.40413,1.49513,-2.53904,2.16673,-2.80058,2.97512,-3.26605,3.81259,-0.779013,1.44537,-1.57302,2.18919,-2.37234,2.99955,-3.17417,3.83825,-0.838446,1.07445,-1.50431,1.92481,-2.29015,2.79096,-3.08783,3.66158,3.466,70.27,6,2,0,311.341,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-2.35489,1.65611,-2.61219,2.42742,-3.0013,3.34189,-3.88046,4.29722,-0.817757,1.43158,-1.72777,2.34242,-2.66371,3.31228,-3.60902,4.29794,-1.07604,1.19987,-1.89615,2.16224,-2.8226,3.14654,-3.76523,4.13824,4.198,105.39,6,4,2,459.893,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-2.36627,1.7506,-2.48651,2.3683,-2.74034,3.1295,-3.26229,3.92918,-0.788636,1.51465,-1.58225,2.27007,-2.37747,3.08718,-3.17342,3.92564,-0.665418,1.07881,-1.41495,1.90204,-2.19815,2.75059,-2.98885,3.60849,3.856,113.09,5,2,1,315.333,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1.82712,1.40611,-2.18968,2.03398,-2.67255,2.81043,-3.23079,3.63072,-0.784992,1.44457,-1.57023,2.18197,-2.35561,2.98006,-3.14109,3.80427,-0.840575,1.12631,-1.50955,1.95361,-2.25819,2.7982,-3.02678,3.65127,4.532,51.81,5,0,0,327.387,1,0,Inactive
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6106,1.88037,-2.13181,2.56553,-2.90166,3.43164,-3.74558,4.3499,-0.718207,1.47352,-1.59186,2.38778,-2.5001,3.34638,-3.41947,4.31713,-1.02721,1.33875,-1.89222,2.20682,-2.79864,3.14898,-3.71711,4.11161,2.587,65.06,3,3,0,337.811,1,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2.16822,2.56881,-2.28962,2.94681,-2.55176,3.40018,-3.10563,3.92765,-0.774219,2.38132,-1.56001,2.62494,-2.35045,3.03806,-3.14325,3.71727,-0.85607,1.07386,-1.54572,1.8869,-2.28827,2.71448,-3.06013,3.54704,4.373,96.11,8,5,2,360.267,0,1,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1.93452,1.52422,-2.30526,2.20165,-2.7972,3.01412,-3.35656,3.86562,-0.792967,1.40643,-1.60157,2.12477,-2.41487,2.94925,-3.23025,3.81037,-0.834134,1.16642,-1.53041,2.02251,-2.28792,2.89873,-3.07279,3.78243,4.962,46.34,3,2,0,373.239,1,0,Inactive
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.56236,1.10257,-1.94951,1.84827,-2.63289,2.65673,-3.39109,3.48486,-0.777221,1.29499,-1.56678,2.02488,-2.3654,2.82564,-3.17021,3.6494,-0.918872,1.12941,-1.64176,1.94028,-2.41907,2.76926,-3.21505,3.60573,3.516,29.02,2,1,0,239.322,1,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-2.35183,1.72017,-2.47112,2.23907,-2.80996,3.06626,-3.4925,3.95953,-0.840496,1.44569,-1.70974,2.19032,-2.58715,3.01599,-3.46789,3.89255,-0.882466,1.18793,-1.67427,2.07414,-2.53258,2.98414,-3.40579,3.90034,6.89,61.04,4,1,0,465.134,1,1,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.47268,1.64541,-2.04463,2.17763,-2.69946,2.91093,-3.40697,3.73221,-0.775448,1.43237,-1.55539,2.17901,-2.33696,3.00889,-3.11937,3.86764,-0.844196,1.12812,-1.55126,1.97842,-2.3098,2.8507,-3.08548,3.73093,4.535,84.58,5,3,1,348.431,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,-1.64821,1.5399,-2.11789,2.26939,-2.81849,3.18434,-3.63563,4.12517,-0.796794,2.33466,-1.65363,2.46471,-2.53114,3.20963,-3.41685,4.1663,-1.02858,1.34844,-1.81172,2.21607,-2.66624,3.15517,-3.54439,4.11203,5.988,83.6,6,3,1,387.418,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-2.39874,1.57969,-2.61223,2.3069,-2.99876,3.19288,-3.624,4.1174,-0.795763,1.36279,-1.64831,2.23118,-2.52008,3.16549,-3.39951,4.11607,-0.934106,1.34067,-1.74261,2.19936,-2.60819,3.13073,-3.48626,4.07997,4.614,108.2,7,4,2,427.464,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,-2.32592,2.05459,-2.59158,2.51925,-3.01894,3.29467,-3.79767,4.22877,-0.829171,1.50849,-1.71514,2.39603,-2.62495,3.34733,-3.54507,4.31911,-1.01092,1.1884,-1.86458,2.1421,-2.76978,3.11797,-3.68965,4.10211,5.825,116.93,8,3,0,462.531,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.32338,1.26646,-2.0018,1.95096,-2.76154,2.78226,-3.54863,3.63946,-0.788873,1.42396,-1.59254,2.16626,-2.40586,2.98849,-3.22553,3.83595,-1.04049,1.13579,-1.7902,1.97355,-2.58943,2.82733,-3.40084,3.69015,3.501,87.76,4,1,0,304.378,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.47186,1.56892,-1.79253,2.09954,-2.34467,2.78701,-3.10816,3.56988,-0.779301,1.23475,-1.56937,1.90308,-2.36284,2.6802,-3.15784,3.49344,-0.87995,1.1045,-1.59229,1.90731,-2.34639,2.7274,-3.11722,3.55435,2.442,70.23,4,5,3,329.787,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1.82638,1.43384,-2.18797,2.07026,-2.67048,2.83482,-3.23452,3.64727,-0.784991,1.44583,-1.57022,2.18751,-2.3556,2.98936,-3.14107,3.81595,-0.844036,1.12578,-1.52964,1.95073,-2.28335,2.79278,-3.05327,3.64396,4.621,51.81,5,0,0,327.387,1,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,-2.26247,1.78546,-2.53048,2.32422,-2.96087,3.05551,-3.52609,3.91961,-0.793823,1.44546,-1.60943,2.19358,-2.43166,3.03833,-3.25667,3.92937,-0.84231,1.14548,-1.52805,2.05079,-2.29534,2.96613,-3.12122,3.88426,5.529,96.7,6,2,1,361.405,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-2.37846,1.68853,-2.51453,2.38608,-2.79194,3.23697,-3.59511,4.13692,-0.821882,1.53146,-1.68646,2.3375,-2.57049,3.22514,-3.46424,4.1428,-1.12642,1.27859,-1.9054,2.10613,-2.75754,3.02395,-3.63847,3.95782,4.495,122.25,5,3,0,470.514,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.39867,1.29074,-2.52669,1.92785,-2.846,2.72068,-3.47959,3.55119,-0.770304,1.5837,-1.54577,2.3426,-2.32299,3.1304,-3.10102,3.93536,-0.812171,1.29119,-1.4668,2.08057,-2.17003,2.92277,-2.89886,3.77809,3.974,100.13,8,2,0,385.493,0,0,Inactive
